afar (aa)
abhaasi (ab)
atšeh (ace)
atšoli (ach)
adangme (ada)
adyge (ady)
avesta (ae)
tunisianarabia (aeb)
afrikaans (af)
afrihili (afh)
aghem (agq)
ainu (ain)
akan (ak)
akkadi (akk)
alabama (akz)
aleutti (ale)
geg (aln)
altai (alt)
amhara (am)
aragonia (an)
muinaisenglanti (ang)
angika (anp)
arabia (ar)
yleisarabia (ar_001)
valtakunnanaramea (arc)
mapudungun (arn)
araona (aro)
arapaho (arp)
algerianarabia (arq)
arawak (arw)
marokonarabia (ary)
egyptinarabia (arz)
assami (as)
asu (asa)
amerikkalainen viittomakieli (ase)
asturia (ast)
avaari (av)
kotava (avk)
awadhi (awa)
aimara (ay)
azeri (az)
baškiiri (ba)
belutši (bal)
bali (ban)
baijeri (bar)
basaa (bas)
bamum (bax)
batak-toba (bbc)
ghomala (bbj)
valkovenäjä (be)
bedža (bej)
bemba (bem)
betawi (bew)
bena (bez)
fut (bfd)
badaga (bfq)
bulgaria (bg)
länsibelutši (bgn)
bhodžpuri (bho)
bislama (bi)
bikol (bik)
bini (bin)
banjar (bjn)
kom (bkm)
siksika (bla)
bambara (bm)
bengali (bn)
tiibet (bo)
bišnupria (bpy)
bahtiari (bqi)
bretoni (br)
bradž (bra)
brahui (brh)
bodo (brx)
bosnia (bs)
koose (bss)
burjaatti (bua)
bugi (bug)
bulu (bum)
bilin (byn)
medumba (byv)
katalaani (ca)
caddo (cad)
karibi (car)
cayuga (cay)
atsam (cch)
tšetšeeni (ce)
cebuano (ceb)
kiga (cgg)
tšamorro (ch)
tšibtša (chb)
tšagatai (chg)
chuuk (chk)
mari (chm)
chinook-jargon (chn)
choctaw (cho)
chipewyan (chp)
cherokee (chr)
cheyenne (chy)
sorani (ckb)
korsika (co)
kopti (cop)
capiznon (cps)
cree (cr)
krimintataari (crh)
tšekki (cs)
kašubi (csb)
kirkkoslaavi (cu)
tšuvassi (cv)
kymri (cy)
tanska (da)
dakota (dak)
dargi (dar)
taita (dav)
saksa (de)
itävallansaksa (de_AT)
sveitsinyläsaksa (de_CH)
delaware (del)
slevi (den)
dogrib (dgr)
dinka (din)
djerma (dje)
dogri (doi)
alasorbi (dsb)
dusun (dtp)
duala (dua)
keskihollanti (dum)
divehi (dv)
jola-fonyi (dyo)
djula (dyu)
dzongkha (dz)
dazaga (dzg)
embu (ebu)
ewe (ee)
efik (efi)
emilia (egl)
muinaisegypti (egy)
ekajuk (eka)
kreikka (el)
elami (elx)
englanti (en)
australianenglanti (en_AU)
kanadanenglanti (en_CA)
britannianenglanti (en_GB)
amerikanenglanti (en_US)
keskienglanti (enm)
esperanto (eo)
espanja (es)
amerikanespanja (es_419)
euroopanespanja (es_ES)
meksikonespanja (es_MX)
alaskanjupik (esu)
viro (et)
baski (eu)
ewondo (ewo)
extremadura (ext)
farsi (fa)
fang (fan)
fanti (fat)
fulani (ff)
suomi (fi)
filipino (fil)
meänkieli (fit)
fidži (fj)
fääri (fo)
fon (fon)
ranska (fr)
kanadanranska (fr_CA)
sveitsinranska (fr_CH)
cajun (frc)
keskiranska (frm)
muinaisranska (fro)
arpitaani (frp)
pohjoisfriisi (frr)
itäfriisi (frs)
friuli (fur)
länsifriisi (fy)
iiri (ga)
ga (gaa)
gagauzi (gag)
gan-kiina (gan)
gajo (gay)
gbaja (gba)
zoroastrialaisdari (gbz)
gaeli (gd)
ge’ez (gez)
kiribati (gil)
galicia (gl)
gilaki (glk)
keskiyläsaksa (gmh)
guarani (gn)
muinaisyläsaksa (goh)
goankonkani (gom)
gondi (gon)
gorontalo (gor)
gootti (got)
grebo (grb)
muinaiskreikka (grc)
sveitsinsaksa (gsw)
gudžarati (gu)
wayuu (guc)
frafra (gur)
gusii (guz)
manksi (gv)
gwitšin (gwi)
hausa (ha)
haida (hai)
hakka-kiina (hak)
havaiji (haw)
heprea (he)
hindi (hi)
fidžinhindi (hif)
hiligaino (hil)
heetti (hit)
hmong (hmn)
hiri-motu (ho)
kroatia (hr)
yläsorbi (hsb)
xiang-kiina (hsn)
haiti (ht)
unkari (hu)
hupa (hup)
armenia (hy)
herero (hz)
interlingua (ia)
iban (iba)
ibibio (ibb)
indonesia (id)
interlingue (ie)
igbo (ig)
sichuanin-yi (ii)
inupiaq (ik)
iloko (ilo)
inguuši (inh)
ido (io)
islanti (is)
italia (it)
inuktitut (iu)
inkeroinen (izh)
japani (ja)
jamaikankreolienglanti (jam)
lojban (jbo)
ngomba (jgo)
machame (jmc)
juutalaispersia (jpr)
juutalaisarabia (jrb)
juutti (jut)
jaava (jv)
georgia (ka)
karakalpakki (kaa)
kabyyli (kab)
katšin (kac)
jju (kaj)
kamba (kam)
kavi (kaw)
kabardi (kbd)
kanembu (kbl)
tyap (kcg)
makonde (kde)
kapverdenkreoli (kea)
kenyang (ken)
norsunluurannikonkoro (kfo)
kongo (kg)
kaingang (kgp)
khasi (kha)
khotani (kho)
koyra chiini (khq)
khowar (khw)
kikuju (ki)
kirmanjki (kiu)
kuanjama (kj)
kazakki (kk)
kako (kkj)
kalaallisut (kl)
kalenjin (kln)
khmer (km)
kimbundu (kmb)
kannada (kn)
korea (ko)
komipermjakki (koi)
konkani (kok)
kosrae (kos)
kpelle (kpe)
kanuri (kr)
karatšai-balkaari (krc)
krio (kri)
kinaray-a (krj)
karjala (krl)
kurukh (kru)
kašmiri (ks)
shambala (ksb)
bafia (ksf)
kölsch (ksh)
kurdi (ku)
kumykki (kum)
kutenai (kut)
komi (kv)
korni (kw)
kirgiisi (ky)
latina (la)
ladino (lad)
lango (lag)
lahnda (lah)
lamba (lam)
luxemburg (lb)
lezgi (lez)
lingua franca nova (lfn)
ganda (lg)
limburg (li)
liguuri (lij)
liivi (liv)
lakota (lkt)
lombardi (lmo)
lingala (ln)
lao (lo)
mongo (lol)
lozi (loz)
pohjoisluri (lrc)
liettua (lt)
latgalli (ltg)
katanganluba (lu)
luluanluba (lua)
luiseño (lui)
lunda (lun)
luo (luo)
lusai (lus)
luhya (luy)
latvia (lv)
klassinen kiina (lzh)
lazi (lzz)
madura (mad)
mafa (maf)
magahi (mag)
maithili (mai)
makassar (mak)
mandingo (man)
maasai (mas)
maba (mde)
mokša (mdf)
mandar (mdr)
mende (men)
meru (mer)
morisyen (mfe)
malagassi (mg)
keski-iiri (mga)
makua-meetto (mgh)
meta’ (mgo)
marshall (mh)
maori (mi)
micmac (mic)
minangkabau (min)
makedonia (mk)
malajalam (ml)
mongoli (mn)
mantšu (mnc)
manipuri (mni)
mohawk (moh)
mossi (mos)
marathi (mr)
vuorimari (mrj)
malaiji (ms)
malta (mt)
mundang (mua)
monia kieliä (mul)
creek (mus)
mirandeesi (mwl)
marwari (mwr)
mentawai (mwv)
burma (my)
myene (mye)
ersä (myv)
mazandarani (mzn)
nauru (na)
min nan -kiina (nan)
napoli (nap)
nama (naq)
norjan bokmål (nb)
pohjois-ndebele (nd)
alasaksa (nds)
alankomaidenalasaksa (nds_NL)
nepali (ne)
newari (new)
ndonga (ng)
nias (nia)
niue (niu)
ao naga (njo)
hollanti (nl)
flaami (nl_BE)
kwasio (nmg)
norjan nynorsk (nn)
ngiemboon (nnh)
norja (no)
nogai (nog)
muinaisnorja (non)
novial (nov)
n’ko (nqo)
etelä-ndebele (nr)
pohjoissotho (nso)
nuer (nus)
navajo (nv)
klassinen newari (nwc)
njandža (ny)
nyamwezi (nym)
nyankole (nyn)
nyoro (nyo)
nzima (nzi)
oksitaani (oc)
odžibwa (oj)
oromo (om)
orija (or)
osseetti (os)
osage (osa)
osmani (ota)
pandžabi (pa)
pangasinan (pag)
pahlavi (pal)
pampanga (pam)
papiamentu (pap)
palau (pau)
picardi (pcd)
pennsylvaniansaksa (pdc)
plautdietsch (pdt)
muinaispersia (peo)
pfaltsi (pfl)
foinikia (phn)
paali (pi)
puola (pl)
piemonte (pms)
pontoksenkreikka (pnt)
pohnpei (pon)
muinaispreussi (prg)
muinaisprovensaali (pro)
paštu (ps)
portugali (pt)
brasilianportugali (pt_BR)
euroopanportugali (pt_PT)
ketšua (qu)
kʼicheʼ (quc)
chimborazonylänköketšua (qug)
radžastani (raj)
rapanui (rap)
